Action, Loc y/x, Chrg Station, Floor Type, Dirt Present, North, East, South, West, Battery, Dirt Capacity
MOVE, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,45.0,50
CHECK_SENSOR, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,45.0,50
MOVE, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,50
CHECK_SENSOR, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,50
MOVE, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,50
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,50
MOVE, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,42.0,50
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,42.0,50
MOVE, 10/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,41.0,50
CHECK_SENSOR, 10/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,41.0,50
MOVE, 10/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,40.0,50
CHECK_SENSOR, 10/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,40.0,50
SWEEP, 10/7, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,39.0,49
CHECK_SENSOR, 10/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,49
MOVE, 10/8, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,38.0,49
CHECK_SENSOR, 10/8, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,38.0,49
SWEEP, 10/8, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,37.0,48
CHECK_SENSOR, 10/8, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,37.0,48
MOVE, 10/9, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,36.0,48
CHECK_SENSOR, 10/9, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,36.0,48
SWEEP, 10/9, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,35.0,47
CHECK_SENSOR, 10/9, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,47
MOVE, 9/9, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,34.0,47
CHECK_SENSOR, 9/9, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,34.0,47
SWEEP, 9/9, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,33.0,46
CHECK_SENSOR, 9/9, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,33.0,46
MOVE, 9/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,32.0,46
CHECK_SENSOR, 9/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,32.0,46
SWEEP, 9/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,31.0,45
CHECK_SENSOR, 9/10, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,31.0,45
MOVE, 9/9, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,45
CHECK_SENSOR, 9/9, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,45
MOVE, 10/9, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,45
CHECK_SENSOR, 10/9, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,45
MOVE, 10/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,28.0,45
CHECK_SENSOR, 10/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,28.0,45
SWEEP, 10/10, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,27.0,44
CHECK_SENSOR, 10/10, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OBSTICLE,OPEN,27.0,44
MOVE, 10/9, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,26.0,44
CHECK_SENSOR, 10/9, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,26.0,44
MOVE, 9/9, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,25.0,44
CHECK_SENSOR, 9/9, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,25.0,44
MOVE, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,24.0,44
CHECK_SENSOR, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,24.0,44
MOVE, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,44
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,44
MOVE, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,44
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,44
MOVE, 9/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,44
CHECK_SENSOR, 9/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,44
MOVE, 8/5, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,44
CHECK_SENSOR, 8/5, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,44
SWEEP, 8/5, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,19.0,43
CHECK_SENSOR, 8/5, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,19.0,43
MOVE, 9/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,43
CHECK_SENSOR, 9/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,43
MOVE, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,17.0,43
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,17.0,43
MOVE, 8/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,16.0,43
CHECK_SENSOR, 8/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,16.0,43
SWEEP, 8/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,15.0,42
CHECK_SENSOR, 8/6, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,15.0,42
MOVE, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,42
CHECK_SENSOR, 9/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,42
MOVE, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,13.0,42
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,13.0,42
MOVE, 8/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,12.0,42
CHECK_SENSOR, 8/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,12.0,42
SWEEP, 8/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,11.0,41
CHECK_SENSOR, 8/7, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,11.0,41
MOVE, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,10.0,41
CHECK_SENSOR, 9/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,10.0,41
MOVE, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,41
CHECK_SENSOR, 9/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,41
MOVE, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,8.0,41
CHECK_SENSOR, 8/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,8.0,41
MOVE, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,7.0,41
CHECK_SENSOR, 7/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,7.0,41
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,41
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,41
MOVE, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,5.0,41
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,5.0,41
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,41
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,41
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,41
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,41
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,2.0,41
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,2.0,41
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,41
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,1.0,41
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,41
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,49.0,41
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,41
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,41
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,41
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,41
MOVE, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,46.0,41
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,46.0,41
MOVE, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,45.0,41
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,45.0,41
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,41
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,44.0,41
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,41
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,41
MOVE, 2/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,42.0,41
CHECK_SENSOR, 2/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,42.0,41
SWEEP, 2/7, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,41.0,40
CHECK_SENSOR, 2/7, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,41.0,40
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,40.0,40
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,40.0,40
MOVE, 4/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,40
CHECK_SENSOR, 4/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,40
MOVE, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,40
CHECK_SENSOR, 4/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,40
MOVE, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,37.0,40
CHECK_SENSOR, 5/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,37.0,40
MOVE, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,36.0,40
CHECK_SENSOR, 6/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,36.0,40
MOVE, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,35.0,40
CHECK_SENSOR, 6/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,35.0,40
MOVE, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,34.0,40
CHECK_SENSOR, 6/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,34.0,40
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,33.0,40
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,33.0,40
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,40
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,40
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,40
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,40
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,40
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,40
MOVE, 5/2, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,29.0,40
CHECK_SENSOR, 5/2, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,29.0,40
SWEEP, 5/2, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,28.0,39
CHECK_SENSOR, 5/2, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,28.0,39
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,27.0,39
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,27.0,39
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,26.0,39
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,26.0,39
MOVE, 5/3, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,25.0,39
CHECK_SENSOR, 5/3, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,25.0,39
SWEEP, 5/3, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,38
CHECK_SENSOR, 5/3, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,38
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,38
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,23.0,38
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,38
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,38
MOVE, 5/4, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,21.0,38
CHECK_SENSOR, 5/4, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,21.0,38
SWEEP, 5/4, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,37
CHECK_SENSOR, 5/4, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,20.0,37
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,19.0,37
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,19.0,37
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,18.0,37
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,18.0,37
